"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
225,"What is the person doing right now?","['Attaching the name to the transparent hexagonal object.', 'Adjusting the hexagonal piece with their left hand.', 'Applying pressure on the green marking with their left hand.', 'Using a purple tool to press onto the hexagonal piece.']","Attaching the name to the transparent hexagonal object.","A","A) Attaching the name to the transparent hexagonal object.","A",100.0,"Action Recognition"
226,"Which of the following options best summarizes the sequence of actions taken just now?","['The person unlocks the door, opens it to let in light, and mentions the opening.', 'The person prepares a dish of pasta, garnishes it, and places it on a serving tray.', 'The person sets tables, arranges seats, and places cutlery in a coffee shop.', 'The person cleans a window, arranges flowers, and adjusts a sign.']","The person unlocks the door, opens it to let in light, and mentions the opening.","A","A) The person unlocks the door, opens it to let in light, and","A",100.0,"Clips Summarize"
226,"Which of the following options best summarizes the actions performed just now?","['The individual measured and poured milk into a container, stored the milk, and then started steaming the milk.', 'The individual prepared a sandwich, added vegetables, and wrapped it for serving.', 'The individual prepared a salad by chopping and mixing various vegetables.', 'The individual polished dishes, arranged them on a tray, and placed them on a shelf.']","The individual measured and poured milk into a container, stored the milk, and then started steaming the milk.","A","A)","A",100.0,"Clips Summarize"
226,"Which of the following options best summarizes the sequence of actions taken just now?","['The person pours steamed milk into a cup of espresso, creating a latte, and places it on the counter.', 'The person fills a pitcher with water, hands it to a customer, and wipes the counter.', 'The person makes a cup of tea, adds sugar, and serves it to a customer.', 'The person brews a pot of coffee, fills a mug, and hands it to a coworker.']","The person pours steamed milk into a cup of espresso, creating a latte, and places it on the counter.","A","A)","A",100.0,"Clips Summarize"
226,"Which of the following options best summarizes the sequence of actions taken just now?","['The person steamed milk, poured it into a cup with espresso.', 'The person took a cup, added sugar, and stirred it with a spoon.', 'The person brewed a fresh cup of coffee, added milk, and handed it to the customer.', 'The person prepared tea, added honey, and placed it on the counter.']","The person steamed milk, poured it into a cup with espresso.","A","A) The person steamed milk, poured it into a cup with espresso.","A",100.0,"Clips Summarize"
226,"Which of the following options best summarizes the actions taken just now?","['The person weighed coffee beans.', 'The person prepared vegetables, cooked them, and served them on a plate.', 'The person measured milk, steamed it, and poured it into a cup.', 'The person brewed tea, added honey, and handed the cup to the customer.']","The person weighed coffee beans.","A","C) The person measured milk, steamed it, and poured it into a","C",0.0,"Clips Summarize"
227,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '3.', '4.', '0.']","0.","D","D)","D",100.0,"Counting"
227,"How many times in total have movie clips been inserted during this person's explanation so far?","['3.', '5.', '6.', '0.']","5.","B","A)","A",0.0,"Counting"
227,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '4.', '3.', '6.']","6.","D","C)","C",0.0,"Counting"
227,"How many times in total have movie clips been inserted during this person's explanation so far?","['2.', '8.', '4.', '6.']","8.","B","C) 4.","C",0.0,"Counting"
227,"How many times in total have movie clips been inserted during this person's explanation so far?","['4.', '8.', '10.', '7.']","10.","C","A) 4.","A",0.0,"Counting"
228,"Which of the following options best summarizes the actions just taken?","['The person brewed a pot of tea, added lemon, and served it.', 'The person prepared a glass of milk by measuring its weight and pouring it into a jug.', 'The person measured ground coffee beans, and gathered different types of milk alternatives.', 'The person set up the kitchen for baking by arranging flour, sugar, and eggs.']","The person measured ground coffee beans, and gathered different types of milk alternatives.","C","C) The person measured ground coffee beans, and gathered different types of milk alternatives","C",100.0,"Clips Summarize"
228,"Which of the following options best summarizes the actions just taken?","['The person filled a cup with hot water, added a tea bag, and let it steep.', 'The person prepared a cup for a latte, steamed oat milk, and gathered different types of syrups.', 'The person filled a pitcher with water, added ice, and prepared to brew coffee.', 'The person steamed oat milk, and prepared to make a coffee.']","The person steamed oat milk, and prepared to make a coffee.","D","D) The person steamed oat milk, and prepared to make a coffee.","D",100.0,"Clips Summarize"
228,"Which of the following options best summarizes the actions just taken?","['The individual brewed a pot of tea and added a slice of lemon.', 'The individual cleaned a pitcher, filled it with milk, and steamed it.', 'The individual washed a jug, filled it with water, and placed it in a fridge.', 'The individual rinsed a coffee cup, added hot water, and wiped the counter.']","The individual cleaned a pitcher, filled it with milk, and steamed it.","B","B) The individual cleaned a pitcher, filled it with milk, and steamed","B",100.0,"Clips Summarize"
228,"Which of the following options best summarizes the actions just taken?","['The person prepared a glass of water and added a slice of lemon.', 'The person cleaned a kitchen surface, wiped it down, and dried it with a cloth.', 'The person used a spray bottle to sanitize the counter, then dried it with a towel.', 'The person wet a cloth, cleaned the surface with it, then dried it with paper towels.']","The person cleaned a kitchen surface, wiped it down, and dried it with a cloth.","B","B) The person cleaned a kitchen surface, wiped it down, and dried it","B",100.0,"Clips Summarize"
228,"Which of the following options best summarizes the actions just taken?","['The individual brewed a cup of coffee and set it on the counter.', 'The individual cleaned coffee grounds by a little broom and disposed of the waste in a bin.', 'The individual refilled the coffee grinder with fresh coffee beans.', 'The individual washed and dried a coffee cup before using it for a new drink.']","The individual cleaned coffee grounds by a little broom and disposed of the waste in a bin.","B","B) The individual cleaned coffee grounds by a little broom and disposed of the","B",100.0,"Clips Summarize"
229,"Which of the following options best summarizes the actions taken just now?","['The individual poured milk into a cup, stirred it, and then took it to the customer.', 'The individual brewed a pot of tea, poured it into a thermal flask, and brought it to a table.', 'The individual finished preparing a latte, placed it alongside a black coffee.', 'The individual selected pastries from a display case, packed them in a box, and handed them to a customer.']","The individual finished preparing a latte, placed it alongside a black coffee.","C","C) The individual finished preparing a latte, placed it alongside a black coffee","C",100.0,"Clips Summarize"
229,"Which of the following options best summarizes the actions taken just now?","['The individual checked order status on a tablet, cleaned a countertop area, and served a sandwich.', 'The individual prepare matcha, carried the matcha to a sink, and then checked order details on a tablet.', 'The individual brewed coffee, poured it into a cup, and then prepared a latte with milk.', 'The individual selected utensils, eco-certified cleaning solutions, and organized a storage area.']","The individual prepare matcha, carried the matcha to a sink, and then checked order details on a tablet.","B","B) The individual prepare matcha, carried the matcha to a sink,","B",100.0,"Clips Summarize"
229,"Which of the following options best summarizes the actions taken just now?","['The individual selected tea leaves, boiled water, and brewed a fresh pot of tea.', 'The individual poured milk into a metal jug, steamed the milk, and prepared it for use.', 'The individual prepared an espresso shot, added steamed milk, and created latte art.', 'The individual grabbed utensils, washed them, and organized them on a drying rack.']","The individual poured milk into a metal jug, steamed the milk, and prepared it for use.","B","B) The individual poured milk into a metal jug, steamed the milk,","B",100.0,"Clips Summarize"
229,"Which of the following options best summarizes the actions taken just now?","['The individual filled a cup with hot water, steeped a tea bag, and served the tea to a customer.', 'The individual poured milk into a container, steamed it, and cleaned the workstation with a cloth.', 'The individual brewed a pot of coffee, poured it into multiple cups, and served it to customers.', 'The individual mixed various ingredients into a jug, prepared a smoothie, and cleaned the blender.']","The individual poured milk into a container, steamed it, and cleaned the workstation with a cloth.","B","B) The individual poured milk into a container, steamed it, and cleaned","B",100.0,"Clips Summarize"
229,"Which of the following options best summarizes the actions taken just now?","['The individual poured hot water into a cup, steeped the tea, and served it.', 'The individual weighed matcha powder.', 'The individual mixed chocolate powder into a glass and added hot milk.', 'The individual cleaned the workspace with a cloth and disposed of the trash.']","The individual weighed matcha powder.","B","B) The individual weighed matcha powder.","B",100.0,"Clips Summarize"
230,"What is hanging on the wall beside the nurse?","['A clock.', 'A portrait.', 'A Union Jack flag.', 'A medical certificate.']","A Union Jack flag.","C","C) A Union Jack flag.","C",100.0,"Object Recognition"
